Version	Name	Genre	Artist	bpm	☆N7	☆H7	☆A7	☆D7	☆N14	☆H14	☆A14	☆D14	N7	H7	A7	D7	N14	H14	A14	D14
19	Dances with Snow Fairies	トレンディートランス	Dr.Honda	154	7	10	12	-	7	10	12	-	743	1165	1623	-	739	1183	1848	-
19	DAYDREAMER	GIRLY ROCK	ピンクターボ	195	6	8	10	-	6	8	10	-	598	885	1265	-	585	822	1304	-
19	Destiny Sword	ELECTRIC STEP	CAPACITY GATE	155	5	9	11	-	5	9	11	-	455	923	1213	-	453	829	1254	-
19	DM STAR～関西 energy style～	SPEED RAVE	NAOKI	155	6	9	10	-	6	9	11	-	562	979	1206	-	637	1109	1474	-
19	ELECTRIC MASSIVE DIVER	GABBA	L.E.D.-G	178	6	10	12	-	6	9	12	-	688	1291	1883	-	583	1020	1867	-
19	Energy Drive	HARDCORE	kevin energy	170	6	8	11	-	6	8	11	-	448	763	1122	-	452	835	1230	-
19	Eternal Tears	WINTER BALLADE	ツガル	84	2	5	7	-	2	5	7	-	222	551	691	-	266	485	691	-
19	Everlasting Resort	ONLY ONE ANTHEM	SUPER STAR 満 -MITSURU-	148	4	7	10	-	5	7	10	-	448	669	959	-	472	750	1058	-
19	EXTREMA PT.2	TECH DANCE	Remo-con	142	4	7	10	-	4	7	10	-	346	683	1025	-	344	630	1009	-
19	Fantasia	HYPER FANTASIA	TЁЯRA	165	3	8	10	-	4	8	10	-	201	781	1123	-	309	783	1216	-
19	Get Out	ELECTRO	壱岐尾彩花	130	4	7	9	-	4	7	9	-	444	749	1072	-	439	744	1090	-
19	Golden Palms	NU DISCO	Dirty Androids	130	5	8	10	-	5	9	10	-	377	758	1036	-	503	853	1185	-
19	Hardcore Mania	HARDCORE	DJ Weaver	170	6	8	10	-	5	8	10	-	489	788	1101	-	512	865	1097	-
19	I FIGHT ME	DRUM&BASS	kobo feat.Marsha	175	3	7	9	-	4	7	10	-	315	718	1068	-	366	781	1172	-
19	Kailua	ENERGETIC HAWAIIAN TRANCE	kors k	146	5	9	11	-	4	9	12	-	268	708	1125	-	429	740	1120	-
19	La Mar	CATAL? LOUNGE	seiya-murai feat.David Solanes Venzala	130	4	6	8	-	4	6	8	-	337	612	917	-	376	534	686	-
19	Let The Track Flow	UK HARDCORE	Brisk & Ham	175	6	9	11	-	5	8	11	-	571	943	1367	-	534	903	1380	-
19	LIFE SCROLLING	DETROIT TECHNO	HIROSHI WATANABE	134	4	8	10	-	4	8	10	-	444	824	1126	-	473	773	1102	-
19	Love ? km	HAPPY CORE	dj TAKA feat.REN	184	3	8	10	-	4	8	10	-	282	722	1142	-	375	724	1150	-
19	Medicine of love	MAGICAL POP	イロハ＆リリナ	173	4	6	9	-	4	6	9	-	331	558	866	-	328	502	857	-
19	Mermaid girl	BUBBLEGUM DANCE	Cream puff	140	5	8	10	-	6	8	10	-	500	856	1113	-	629	1003	1310	-
19	Never Fade Away	IIDX HANDZ UP!!	Sota Fujimori feat. dj MAX STEROID	170	4	8	11	-	5	9	11	-	398	907	1535	-	529	1104	1598	-
19	New Castle Legions	DYSTOPIA	Dirty Androids	120-180	6	10	11	-	6	10	12	-	512	1027	1287	-	483	990	1567	-
19	PARADISE LOST	TRANCE CORE	Ryu☆ Vs. L.E.D.-G	200	7	11	12	-	7	10	12	-	726	1217	1718	-	689	1106	1820	-
19	passionate fate	HANDZ UP	Ryu☆	149	6	8	10	-	6	9	11	-	589	832	1075	-	573	840	1295	-
19	perditus†paradisus	ANTHEM CORE	iconoclasm	172	7	11	12	-	7	11	12	-	658	1345	2065	-	665	1341	2109	-
19	Programmed Life	PSY TRANCE (FULL ON)	kors k	145	6	9	10	-	6	9	11	-	557	921	1206	-	551	931	1291	-
19	Programmed Sun(xac Antarctic Ocean mix)	UPLIFTING TRANCE	xac	140	4	7	10	-	4	7	10	-	384	767	1013	-	344	684	1030	-
19	Raise your hands	OKINAWA ANTHEM	Keiichi Ueno feat.RIISA	183	6	8	10	-	6	8	11	-	509	779	1135	-	544	773	1285	-
19	reunion	CYBER WALTZ	Tatsh	184	8	11	12	-	8	11	12	-	708	1239	1677	-	822	1243	1893	-
19	Rock Da House	UK HARDCORE	M-Project fw.GUHROOVY	175	5	9	11	-	5	8	10	-	456	836	1128	-	453	794	1150	-
19	SABER WING	SHOOTING WALTZ	TAG	37-444	5	9	11	-	5	9	12	-	282	952	1438	-	372	928	1549	-
19	Sakura Reflection	HAPPY HARDCORE	Ryu☆	181	3	9	11	-	6	9	11	-	242	815	1190	-	511	879	1395	-
19	sakura storm	HAPPY HARDCORE	Ryu☆	184	5	8	12	-	6	10	12	-	529	675	1225	-	550	913	1498	-
19	Session 9 -Chronicles-	ROCKIN' DRUM'N'BASS	PRASTIK DANCEFLOOR	182-189	5	10	12	-	4	10	12	-	393	1238	1852	-	512	1184	1731	-
19	Space Time	ENERGETIC TRANCE	NISH	143	4	8	10	-	4	8	11	-	317	867	1114	-	478	896	1359	-
19	SPECIAL SUMMER CAMPAIGN!	BUCHIAGE TRANCE	Lucky Vacuum	168	4	8	12	-	6	10	12	-	358	833	1509	-	601	1097	1526	-
19	Stay my side	R&B	DJ Yoshitaka feat.RINA	100	4	6	8	-	4	6	7	-	325	541	678	-	301	498	689	-
19	STELLAR WIND	HARD DANCE	L.E.D.	162	4	9	11	-	5	9	11	-	322	963	1370	-	523	930	1373	-
19	Survival Games	90's ELECTRIC POP	VENUS	152	4	7	10	-	4	8	10	-	433	746	1091	-	484	829	1195	-
19	Take Me Higher	SYNTHETIC ELECTRO	Sota Fujimori feat.Sachi	144	4	8	10	-	4	8	10	-	400	841	1202	-	447	817	1253	-
19	THE BLACK KNIGHT	GOA TRANCE	L.E.D.	154	5	10	11	-	6	10	12	-	470	1067	1488	-	518	1086	1490	-
19	THE DOOR INTO RAINBOW	TRANCE	L.E.D.	155	4	8	10	-	4	9	11	-	409	873	1123	-	425	923	1289	-
19	THE FALLEN	GOTH NU-STYLE GABBA	L.E.D.-G	167	5	8	11	-	5	9	11	-	468	780	1377	-	529	925	1235	-
19	Thunderbolt	RAVERS DANCE SPEED	雷龍	188	5	9	12	-	5	9	11	-	527	975	1911	-	534	1034	1677	-
19	Tropical April	VACATION DANCE	Risk Junk	182	8	10	11	-	6	9	11	-	827	1174	1395	-	636	1071	1388	-
19	Vermillion	PSYCHE FUSION	Mystic Moon	152	5	7	10	-	5	8	10	-	272	598	1045	-	276	743	1091	-
19	Watch Out Pt.2	TECH-BREAKBEATS	DJ Mass MAD Izm* VS. DJ Yoshitaka	148	6	9	12	-	6	9	11	-	599	1029	1506	-	616	961	1322	-
19	WE LOVE SHONAN	SURF＆DUB	Studio Bongo Mango feat.Likkle Mai	165	4	9	10	-	4	8	11	-	404	865	1106	-	421	734	1180	-
19	WISE UP!	RESORT HOUSE	木之下慶行 feat.星野奏子	127	3	7	9	-	3	6	9	-	249	596	803	-	284	487	792	-
19	Wuv U	CANDY RAVE	kors k	173	3	8	10	-	7	9	11	-	208	672	861	-	623	804	1089	-
19	XANADU OF TWO	DANCE POP	T.Kakuta With Starving Trancer + 森永真由美	160	5	8	10	-	5	8	10	-	505	882	1382	-	551	879	1329	-
19	You Were The One	ITALO HOUSE	good-cool ft. Brenda Vaughn	125	5	8	10	-	5	8	10	-	523	875	1145	-	413	811	1118	-
19	ZETA～素数の世界と超越者～	IDM	Zektbach	90-180	4	9	11	-	6	10	12	-	307	1097	1583	-	557	1307	1847	-
19	おおきなこえで	WORLD/POPS	猫叉Master feat.Sana	100	3	5	7	-	3	5	7	-	230	502	754	-	235	459	611	-
19	かげぬい Ver.BENIBOTAN	NATSU MATSURI	CULTVOICE by S.S.D.PRODUCTS	186	5	7	9	-	5	7	10	-	450	718	980	-	458	729	1076	-
19	ラクエン Feat.Chiharu Chonan -JAKA respect for K.S.K. remix	TECHY FREEFORM	Remixed by JAKAZiD	88-175	6	8	10	-	6	8	11	-	577	864	1307	-	616	942	1327	-
19	中華急行	HAPPY HARDCORE	Ryu☆	171	2	8	10	-	5	8	10	-	164	770	1167	-	433	811	1233	-
19	夕焼け ～Fading Day～	AURAL ADRENALINE	JAKAZiD	174	5	9	11	-	5	9	11	-	504	1067	1420	-	488	983	1314	-
19	恋愛レボリューション21-秋葉工房mix-	EUROBEAT	DJ Command feat. うさ＆ともみん	158	4	7	9	-	4	7	10	-	321	721	1021	-	421	721	1221	-
19	旅人リラン	ELECLORE	XOGO BRYKK	155	6	9	11	-	6	10	12	-	579	998	1345	-	617	1054	1475	-
19	灼熱Beach Side Bunny	BROKEN SAMBA BREAK	DJ Mass MAD Izm*	153	7	10	12	-	6	10	12	-	564	1025	1719	-	549	933	1692	-
19	黒髪乱れし修羅となりて	撫子メタル	村正クオリア	150	4	9	12	-	5	10	12	-	410	1077	1745	-	557	1234	1750	-
20	24th Century BOY	EURO RAVE	Tatsh	168	5	9	11	-	5	9	11	-	430	996	1456	-	507	1049	1398	-
20	532nm	HARDCORE	Ryu☆	177	3	7	11	-	4	7	11	-	288	640	1349	-	352	686	1310	-
20	A MINSTREL ～ver.short-scape～	LA FABELO	KANTASIA by S.S.D. PRODUCTS	114	3	6	9	-	3	8	9	-	341	732	1187	-	346	771	1231	-
20	Almace	TECHNO	Qrispy Joybox	172	4	8	10	-	4	8	11	-	432	660	1012	-	431	746	1153	-
20	ANAGRAMS I to Y	DANCE POP	Mayumi Morinaga	165	4	7	9	-	4	8	9	-	456	849	1245	-	437	863	1233	-
20	BLACK.by X-Cross Fade	TECH-BREAKBEATS	DJ Mass MAD Izm*	163	6	10	12	-	6	10	12	-	518	1111	1738	-	547	1201	1761	-
20	CALL	WORLD/ELECTRONICA	猫叉Master	158	2	5	8	-	2	8	8	-	185	441	735	-	271	721	864	-
20	Castle on the Moon	DANCE SPEED	青龍	191	4	9	11	-	4	9	11	-	328	837	1231	-	329	818	1305	-
20	Change the World	SPEED POP	Tatsh feat.小田ユウ	286	5	7	9	-	6	9	11	-	412	714	931	-	549	913	1271	-
20	DIAVOLO	TRANSCENDENTAL ETUDES	度胸兄弟	160	6	9	12	-	7	10	12	-	657	974	1745	-	657	1209	1832	-
20	DON'T WAKE ME FROM THE DREAM (2010 Summer Edition)	TECH DANCE	YOJI	143	3	7	9	-	4	7	9	-	232	536	732	-	295	588	931	-
20	Drive Me Crazy	AKIBA RAVE	kors k feat. 古川未鈴	180	4	7	10	-	4	7	10	-	361	704	1157	-	360	687	1254	-
20	Electric Super Highway	ELECTRO	MACHO ROBOT feat. nouvo nude	139	3	6	9	-	3	7	9	-	323	695	914	-	346	747	942	-
20	Express Emotion	J-CORE	REDALiCE feat.Shihori	182	4	6	10	-	4	6	9	-	385	521	1271	-	395	654	1248	-
20	F	RENAISSANCE	D.J.Amuro	154	5	10	12	-	5	10	12	-	532	1099	1813	-	532	1258	1760	-
20	Far east nightbird	DRUM'N'BASS	猫叉Master	180	3	7	9	-	4	8	10	-	264	682	1025	-	373	738	1126	-
20	fffff	HARD Pf	Five Hammer	138	4	10	12	-	5	10	12	-	431	1109	1624	-	611	1297	1703	-
20	Flip Flap	CANDY HANDZ UP	kors k	175	3	7	10	-	3	7	10	-	294	706	1137	-	293	662	1004	-
20	Follow Tomorrow	J-DANCE POP	HHH×MM×ST	140	4	8	10	-	4	8	10	-	457	754	1142	-	490	819	1193	-
20	GIGANT	MARCHING ROCK	seiya-murai	140	3	6	9	-	3	7	10	-	297	601	890	-	316	678	1068	-
20	HAERETICUS	ECCENTRIC	D.J.Amuro Vs MAX MAXIMIZER	208	5	10	12	-	5	10	12	-	440	1000	1589	-	458	1004	1535	-
20	I'm so Happy	HAPPY HARDCORE	Ryu☆	181	3	8	11	-	5	9	11	-	211	709	1187	-	381	768	1205	-
20	In The Blackest Den	PROGRESSIVE ROCK	Bulluvegola	177	5	8	11	-	5	8	11	-	449	831	1372	-	452	873	1457	-
20	Infinite cave	DRUM'N'BASS	猫叉Master+	190	6	9	10	-	8	10	12	-	529	786	1044	-	724	1137	1525	-
20	Into The Sunlight	DRUM&BASS	kobo feat.RIO	175	5	8	10	-	5	8	10	-	520	877	1192	-	537	881	1477	-
20	KYAMISAMA ONEGAI!	トレンディーポップス	Dr.Honda feat. Moe	140	3	6	9	-	3	6	9	-	344	580	1076	-	394	628	1098	-
20	LAX5 feat.Ryota Yoshinari	LOUD TECH	Katana Sounds	190	6	9	10	-	6	9	10	-	540	1082	1427	-	612	1181	1544	-
20	LETHEBOLG～双神威に斬り咲けり～	PLATINUM J-POP ONE	TЁЯRA	165	5	8	10	-	5	8	10	-	518	826	1111	-	512	866	1115	-
20	Liquid Crystal Girl feat. echo	ELECTRO	kmp	134	2	6	9	-	2	6	9	-	209	562	1014	-	229	617	1202	-
20	LOVE B.B.B	DRUM'N'BASS	SWAN K feat. Asuka M	173	4	8	10	-	4	8	10	-	394	772	1019	-	438	816	1181	-
20	Lucky Days	DREAM TRANCE	Sota Fujimori feat. Kanako Hoshino	160	4	8	10	-	4	8	10	-	333	777	1111	-	333	777	1111	-
20	Mermaid girl -秋葉工房MIX-	EUROBEAT	Remixed by DJ Command	160	4	6	9	-	4	7	9	-	415	678	1030	-	427	704	1029	-
20	Miami Sunset Drive	80's ELECTRO HOUSE	Dirty Androids	131	4	6	9	-	4	7	10	-	324	548	842	-	331	669	995	-
20	NNRT	ELECTRO GOTHIC	Levaslater	101-202	6	10	12	-	6	10	12	-	632	1290	1780	-	654	1389	1957	-
20	PentaCube Gt.(RX-Ver.S.P.L.)	ALTERNATIVE ETHNO POP	高田雅史	183	4	8	9	-	6	8	10	-	266	775	1069	-	494	775	1098	-
20	Phoenix	HARD NRG	Hommarju	176	5	7	10	-	5	8	11	-	454	617	1258	-	527	793	1329	-
20	prompt	NU PROGRESSIVE	w×s ft.*spiLa*	198	5	8	11	-	5	8	11	-	482	802	1420	-	530	1024	1502	-
20	QUANTUM TELEPORTATION	TECHNO	L.E.D.	152	7	10	11	-	7	10	12	-	729	1216	1490	-	729	1216	1999	-
20	quaver♪	HAPPY	Risk Junk	182-186	4	9	12	-	4	9	12	-	357	1075	1745	-	340	1021	1874	-
20	Quick Silver	RAVE FUSION	Mystic Moon	172	5	9	11	-	5	9	11	-	404	941	1353	-	447	878	1438	-
20	Release The Music	TECH DANCE	kors k	146	4	7	10	-	4	7	10	-	430	740	1081	-	420	771	1035	-
20	RESISTANCE	MYSTERIOUS ROCK	セリカ	184	3	7	10	-	3	7	10	-	320	679	1198	-	353	707	1345	-
20	Round and Round	HYPER ELECTRO	Masayoshi Minoshima feat. 綾倉盟	145	4	6	9	-	3	6	10	-	403	622	1088	-	435	700	1230	-
20	SA.YO.NA.RA. SUPER STAR	ONLY ONE FINALE	SUPER STAR 満-MITSURU-	85-170	4	8	10	-	5	9	11	-	248	656	868	-	402	754	1192	-
20	Scharfrichter	HARD ROCK	Ashemu	217	5	9	11	-	6	9	11	-	449	822	1472	-	522	974	1552	-
20	Session 12 -Esther-	PROGRE SYNTHETIC	PRASTIK DANCEFLOOR	64-209	6	10	12	-	6	10	12	-	493	1102	1491	-	597	1183	1598	-
20	Several Words	VALIANT BEAT	CAPACITY GATE	180	4	8	10	-	4	8	10	-	321	729	1098	-	336	724	1108	-
20	SHADE	TECHNO	DJ MURASAME vs dj Killer	151	5	9	11	-	5	10	11	-	551	1048	1464	-	609	1188	1372	-
20	Snake Stick	TECH-BREAKBEATS	DJ Yoshitaka VS. DJ Mass MAD Izm*	145	6	10	12	-	6	10	12	-	535	1067	1447	-	560	1108	1418	-
20	Snow Goose	ELECTRIC POMP	Mutsuhiko Izumi	200	3	8	11	-	4	9	11	-	188	691	1238	-	239	1017	1394	-
20	Star Trail	TRANCE	Nhato	148	4	7	10	-	4	7	10	-	325	612	942	-	376	726	1177	-
20	The Limbo	CYBER PUNK	STN	200	6	10	12	-	6	10	12	-	603	1042	1701	-	626	1192	1618	-
20	The Sampling Paradise	HARD TRANCE	Mamonis	150	5	9	12	-	5	10	12	-	438	940	1545	-	451	1191	1646	-
20	TITANS RETURN	DRUMSTEP	L.E.D.	194	4	8	11	-	4	8	11	-	318	802	1275	-	319	798	1265	-
20	Todestrieb	SACRED TRANCE	Rche	185	5	9	12	-	5	9	12	-	565	979	1733	-	541	1079	1940	-
20	Trust -MATERIAL ver- (IIDX Edition)	CHARACTER SONG	Tatsh feat. ヨーコ	175	4	7	9	-	4	8	10	-	440	811	1083	-	440	932	1401	-
20	Voxane	TECH DANCE	Remo-con	140	3	7	9	-	3	7	9	-	312	628	881	-	315	642	1013	-
20	WONDER WALKER	HARD TRANCE	L.E.D.	165	5	9	12	-	5	9	12	-	496	990	1921	-	498	1020	1916	-
20	YAKSHA	TERROR CORE	Neulakyussra	190	6	10	12	-	6	11	12	-	634	1215	2000	-	647	1391	2033	-
20	yellow head joe	TEK-TRANCE	S-C-U	187	4	8	10	-	4	9	12	-	401	778	1152	-	424	893	1438	-
20	Yellow Sunrise	DRUM'N'BASS	xac	174	4	7	10	-	4	8	11	-	383	726	1145	-	437	878	1493	-
20	ЁVOLUTIΦN	PLATINUM JAPANESQUE	TЁЯRA	165	4	8	10	-	5	8	10	-	472	808	1365	-	549	847	1396	-
20	ビューティフルレシート	HAPPY HARDCORE	Lucky Vacuum	196	3	8	10	-	4	9	11	-	259	621	978	-	311	814	1151	-
20	ユミル	SYMPHONIC-TEK	MYTHOLOGIA by MLREC.	164	3	7	11	-	5	8	11	-	333	691	1434	-	505	854	1404	-
20	君のハートにロックオン	トレンディーフュージョン	Dr.Honda	260	4	9	11	-	4	8	12	-	359	904	1363	-	367	902	1837	-
20	天空の夜明け	ANTHEM	Cuvelia	150	7	10	12	-	7	11	12	-	686	1125	2072	-	703	1444	2261	-
20	子供の落書き帳	PROGRESSIVE	佐々木博史	280	6	10	12	-	7	10	12	-	471	1018	1395	-	561	941	1254	-
20	恋する☆宇宙戦争っ!!	Hi-BLEEP	Prim	200	5	8	12	-	4	8	12	-	455	883	1835	-	455	840	1858	-
20	突撃！ガラスのニーソ姫！	電波	山本椛 (monotone)	185	4	7	10	-	4	8	10	-	329	592	1066	-	363	696	1144	-
20	聖人の塔	BATTLE TRACK	Beridzebeth	97-194	6	10	12	-	6	10	12	-	489	1076	1567	-	530	1139	1997	-
20	蛇神	ORIENTAL MYTHOLOGY	Zektbach	170	4	8	11	-	4	8	11	-	368	773	1438	-	419	922	1473	-
20	衰色小町メランコリア	NEO CLASSICAL DANCE	iNO	139	4	7	10	-	4	7	10	-	401	711	1192	-	395	744	1163	-
20	陽炎	POP	星野奏子	140	3	6	9	-	3	6	10	-	317	606	1010	-	315	602	1079	-
21	405nm (Ryu☆mix)	HARDCORE	Another Infinity	177	5	9	11	-	5	9	11	-	467	898	1301	-	469	910	1361	-
21	8bit Princess	CHIPTUNE	seiya-murai feat. ALT	150	3	6	10	-	3	6	10	-	327	690	1319	-	343	621	1355	-
21	Ascalon	ELECTRO POP	Qrispy Joybox	185	5	8	10	-	6	9	11	-	569	913	1171	-	649	1031	1448	-
21	Beastie Starter	SPEEDCORE	GUHROOVY	190	3	7	11	-	3	7	11	-	272	661	1121	-	272	667	1100	-
21	BLUE STRAGGLER	HARD DANCE	L.E.D.	160	4	7	10	-	4	8	10	-	440	761	1328	-	442	843	1311	-
21	BRAVE GLOW	SPACY TRANCE	SOUND HOLIC feat. Nana Takahashi	160	4	8	10	-	4	8	10	-	419	875	1261	-	392	772	1188	-
21	Breaking Dawn feat. NO+CHIN, AYANO	J-CORE	GUHROOVY	186	5	8	11	-	5	8	11	-	549	851	1544	-	563	851	1551	-
21	CONCEPTUAL	HARD REVOLUTION	Sota Fujimori 2nd Season	198	5	7	11	-	5	8	11	-	417	689	1391	-	437	708	1412	-
21	Confiserie	HARD ELECTRIC POP	L.E.D. vs S-C-U	185	5	10	12	-	5	10	12	-	484	1097	1833	-	509	1097	1938	-
21	connective	LOUNGE POP	猫叉Master feat.*spiLa*	128	2	6	8	-	2	6	8	-	203	564	805	-	206	569	787	-
21	Cookie Bouquets	BREAK CORE	L.E.D. vs TOMOSUKE fw.crimm	205	5	9	11	-	7	10	11	-	446	1076	1714	-	655	1119	1814	-
21	DAY DREAM	DARK PROGRESSIVE	Mutsuhiko Izumi	80-300	5	10	12	-	6	10	12	-	295	685	1075	-	318	641	1018	-
21	Deceive Your Insight	PIECED ROCK	Project B-	190	5	8	11	-	5	9	11	-	460	786	1242	-	454	895	1431	-
21	Devilz Staircase	SYMPHONIC BREAK BEATS	OSTER project	185	3	10	12	-	4	10	12	-	332	1134	1685	-	361	1017	1614	-
21	Echo Of Forever	HOUSE	kors k	135	3	6	9	-	4	7	10	-	307	597	1020	-	332	674	1076	-
21	Elemental Creation	HARD RENAISSANCE	dj TAKA meets DJ YOSHITAKA	212	7	10	12	-	8	10	12	-	767	1248	2130	-	828	1268	2222	-
21	Empathetic	DRUM STEP	Sota÷Des	180	4	7	10	-	4	8	11	-	358	716	1085	-	411	809	1161	-
21	examination leave	VACATION DANCE	dj razzle dazzle	180	6	9	11	-	6	10	11	-	585	972	1712	-	704	1148	1617	-
21	FLOWER	TRANCE CORE	DJ YOSHITAKA	173	6	9	11	-	6	9	12	-	575	915	1460	-	605	977	1493	-
21	Fly you to the star	HANDZ UP	Another Infinity feat. Mayumi Morinaga	141	4	8	10	-	4	8	11	-	393	818	1144	-	410	744	1161	-
21	Fractal	CYBER PROGRESSIVE	Sota Fujimori	175	6	9	11	-	8	10	12	-	648	1033	1512	-	883	1293	1713	-
21	GAIA	SPEED DANCE	猫叉L.E.D.Master+	180	5	10	12	-	5	10	12	-	527	1149	1676	-	610	1074	1854	-
21	GRADIUS 2012	KONAMI REMIX	Sota Fujimori	180	5	8	10	-	5	8	11	-	465	869	1380	-	532	817	1459	-
21	Hollywood Galaxy	DRUM'N'BASS	dj TAKA	186	5	10	12	-	6	9	12	-	567	1039	1392	-	579	1022	1378	-
21	Holy Snow	CHRISTMAS SYMPHONY	Mutsuhiko Izumi	130-160	4	8	10	-	6	10	12	-	435	700	944	-	605	1067	1203	-
21	Howling	NU RAVE	PON	155	4	7	9	-	4	7	10	-	280	695	1066	-	321	710	1060	-
21	I know You know	NEW 80'S	Suke+Suke feat. Ribbon	136	3	6	9	-	3	6	9	-	304	602	950	-	345	628	976	-
21	ILIAS	HYPER ELECTRO	Masayoshi Minoshima feat. 坂上なち	142	4	7	10	-	4	8	10	-	406	669	1105	-	412	846	1286	-
21	Illegal Function Call	ORBITALIC CORE	U1-ASAMi	260	5	9	11	-	5	9	11	-	511	942	1401	-	533	1173	1602	-
21	In Heaven	HEAVENLY TRANCE	Sota Fujimori	149	4	7	9	-	5	7	9	-	386	745	1072	-	495	754	1107	-
21	JOMANDA	HARD RENAISSANCE	DJ YOSHITAKA	90-300	6	10	12	-	6	10	12	-	595	1300	1918	-	598	1317	1810	-
21	Liberation	TRANCE	dj TAKA	150	6	9	12	-	6	10	12	-	760	1203	1905	-	738	1290	1744	-
21	Light and Cyber･･･	HAPPY HARDCORE	Tatsh	181	5	9	11	-	5	9	11	-	532	1039	1579	-	565	1073	1502	-
21	Little Star	J-CORE	REDALiCE feat. Ayumi Nomiya	183	5	8	12	-	5	8	12	-	495	896	1635	-	498	954	1676	-
21	LUV CAN SAVE U	NEO 80's EURO ELECTRO	HIDEKI NAGANUMA	140	3	7	9	-	3	6	10	-	295	720	1069	-	300	699	1416	-
21	mnemoniq	JAZZ HOUSE	youhei shimizu	111	4	5	8	-	5	8	9	-	269	488	658	-	396	635	799	-
21	Neonlights	TECH DANCE	DJ Noriken	145	4	8	10	-	4	10	11	-	333	815	1127	-	346	967	1121	-
21	neu	NIENTE	少年ラジオ	199	6	10	12	-	6	10	12	-	504	1099	1999	-	521	999	1999	-
21	New Decade IIDX Edition	SPEED DANCE CORE	Sota F.	200	5	9	11	-	5	9	11	-	503	1001	1539	-	533	948	1461	-
21	New Lights	HARDCORE	kors k	175	6	9	10	-	6	9	10	-	531	929	1250	-	686	945	1306	-
21	Plan 8	HAPPY GABBA	Ryu☆	212	6	10	12	-	6	10	12	-	600	1145	1690	-	627	1077	1577	-
21	planarian	ELECTRIC POP	S-C-U	164	4	8	10	-	4	8	11	-	360	854	1279	-	398	862	1439	-
21	POINT ZERO	DRUM'N'BASS	猫叉Master+	188	4	7	10	-	4	7	10	-	370	663	1068	-	352	722	1014	-
21	portal	ELECTRO	猫叉Master+	130	4	7	10	-	3	7	9	-	438	736	1090	-	347	686	1064	-
21	Praludium	CLASSICAL PIANO	Yuko Takahashi	152	4	8	10	-	4	8	11	-	355	732	1164	-	381	758	1216	-
21	Proof of the existence	HARD ELECTRONICA	猫叉Master+	170	6	10	12	-	6	10	12	-	603	1104	1675	-	595	1104	1524	-
21	Rainbow after snow	DRUM'N'BASS	猫叉Master Feat.林ももこ	179	3	7	10	-	5	8	10	-	370	744	1090	-	494	794	1208	-
21	Re:GENERATION	EMOTIONAL SENTENCE	TAG feat. ERi	176	5	8	10	-	5	8	11	-	481	810	1145	-	481	949	1410	-
21	Reflection Into the EDEN	BOSSA ELECTRONICA	猫叉Master	110	4	7	10	-	5	7	10	-	404	740	1100	-	539	806	1283	-
21	rumrum triplets	LOUNGECORE	yu_tokiwa.djw	192	5	10	11	-	5	10	12	-	491	1029	1541	-	484	1256	1613	-
21	S!ck	DRUMSTEP	Eagle	177	5	8	11	-	5	9	11	-	463	808	1373	-	465	961	1416	-
21	Saturn	PROGRESSIVE TRIBAL	Mr.Saturn	155	7	10	11	-	6	10	11	-	693	1040	1332	-	711	1091	1470	-
21	Shining World	ELECTRO POP	DJ Genki feat. Yukacco	150	6	8	9	-	4	7	9	-	632	811	976	-	568	726	1296	-
21	SHION	HI-SPEED FANTASY TUNE	DJ YOSHITAKA	179	4	7	10	-	4	7	11	-	338	656	1359	-	393	810	1482	-
21	Sol Cosine Job 2	FREEFORM HARDCORE	DJ TECHNORCH	190-200	6	9	12	-	6	11	12	-	542	904	1625	-	550	1294	1596	-
21	Spinning Around	FRENCH HOUSE	Dirty Androids	129	5	7	10	-	4	8	10	-	446	799	1161	-	448	859	1312	-
21	STULTI	GRAVIOL	MAX MAXIMIZER VS DJ TOTTO	90-182	5	10	12	-	5	10	12	-	415	867	1416	-	494	936	1496	-
21	SYNC-ANTHEM	LATIN EURO	Tatsh feat. 星野奏子	160-166	5	10	12	-	6	10	12	-	481	1279	1865	-	563	1254	1732	-
21	Synergy For Angels	ORBITALIC REVOLUTION	TAG×U1-ASAMi	160	4	8	11	-	4	8	11	-	466	860	1400	-	469	850	1496	-
21	Take My Life	EUROBEAT	Y&Co.	175	5	8	11	-	5	9	11	-	490	817	1487	-	522	910	1491	-
21	Thor's Hammer	TRANSCENDENTAL ETUDES	ユニバーサル度胸兄弟	150	5	10	12	-	5	10	12	-	491	945	1641	-	516	1015	1670	-
21	Time to Empress	TRANCE	dj TAKA feat. wac & secret K	148	4	9	10	-	7	9	11	-	467	983	1324	-	726	1138	1497	-
21	Timepiece phase II	PROGRESSIVE ROCK	佐々木博史	287	5	10	12	-	6	11	12	-	546	1162	1665	-	522	1180	1571	-
21	Timepiece phase II (CN Ver.)	PROGRESSIVE ROCK	佐々木博史	287	6	10	12	-	6	11	12	-	501	1008	1544	-	502	970	1325	-
21	To my star	STARPOP	星野奏子	153	3	6	9	-	3	7	9	-	302	638	878	-	296	658	1019	-
21	Tp-RZ	BREAKBEATS	CAPACITY GATE	170	5	7	10	-	5	7	10	-	439	701	1136	-	452	729	1165	-
21	True Blue	ESSENTIALLY	dj TAKA feat.AiMEE	164	5	10	12	-	5	10	12	-	551	1291	1898	-	579	1244	1775	-
21	Valanga	ART CORE	DJ TOTTO	186	7	10	12	-	6	10	12	-	674	1126	1647	-	644	1142	1807	-
